Trd, 000030.120, 79
Trd, 000030.200, 117
Trd, 000030.420, 137
Trd, 000030.500, 131
Trd, 000030.840, 134
Trd, 000030.900, 152
Trd, 000031.140, 144
Trd, 000033.100, 143
Trd, 000048.820, 145
Trd, 000052.100, 142
Trd, 000053.400, 132
Trd, 000060.140, 107
Trd, 000060.280, 137
Trd, 000060.540, 139
Trd, 000060.640, 128
Trd, 000061.420, 125
Trd, 000066.360, 142
Trd, 000078.980, 128
Trd, 000079.980, 128
Trd, 000090.100, 144
Trd, 000090.560, 139
Trd, 000090.820, 178
Trd, 000091.140, 139
Trd, 000092.440, 143
Trd, 000094.060, 135
Trd, 000094.760, 128
Trd, 000096.400, 127
Trd, 000113.920, 122
Trd, 000120.260, 150
Trd, 000120.560, 151
Trd, 000120.720, 135
Trd, 000122.760, 169
Trd, 000123.460, 157
Trd, 000123.720, 154
Trd, 000123.760, 146
Trd, 000150.360, 107
Trd, 000150.420, 150
Trd, 000150.520, 111
Trd, 000150.820, 89
Trd, 000151.400, 101
Trd, 000151.480, 115
Trd, 000152.420, 113
Trd, 000155.260, 142
Trd, 000170.740, 159
Trd, 000180.320, 135
Trd, 000180.340, 87
Trd, 000180.560, 178
Trd, 000180.760, 142
Trd, 000181.100, 114
Trd, 000181.260, 144
Trd, 000192.000, 131
Trd, 000210.380, 150
Trd, 000211.000, 120
Trd, 000211.040, 114
Trd, 000211.220, 124
Trd, 000212.280, 141
Trd, 000212.340, 138
Trd, 000212.700, 124
Trd, 000213.980, 114
Trd, 000226.700, 120
Trd, 000231.420, 146
Trd, 000240.300, 155
Trd, 000240.640, 153
Trd, 000240.680, 147
Trd, 000240.740, 144
Trd, 000240.840, 115
Trd, 000240.860, 94
Trd, 000241.100, 163
Trd, 000241.620, 89
Trd, 000242.180, 121
Trd, 000244.460, 147
Trd, 000251.840, 134
Trd, 000270.300, 174
Trd, 000270.620, 145
Trd, 000270.720, 154
Trd, 000271.140, 142
Trd, 000273.760, 116
Trd, 000276.140, 133
Trd, 000288.520, 127
Trd, 000296.200, 116
Trd, 000300.400, 186
Trd, 000300.420, 151
Trd, 000300.820, 200
Trd, 000301.120, 177
Trd, 000301.260, 191
Trd, 000302.140, 158
Trd, 000304.060, 158
Trd, 000304.960, 150
Trd, 000305.960, 161
