Trd, 000012.800, 76
Trd, 000014.500, 92
Trd, 000019.800, 79
Trd, 000020.500, 78
Trd, 000040.300, 110
Trd, 000046.900, 103
Trd, 000050.600, 116
Trd, 000059.750, 106
Trd, 000061.550, 105
Trd, 000081.800, 105
Trd, 000086.150, 106
Trd, 000093.300, 106
Trd, 000100.550, 104
Trd, 000128.850, 104
Trd, 000143.400, 106
Trd, 000174.150, 103
Trd, 000183.100, 105
Trd, 000202.350, 102
Trd, 000223.600, 102
Trd, 000237.300, 105
Trd, 000274.200, 101
Trd, 000280.850, 105
Trd, 000295.350, 105
Trd, 000296.650, 100
Trd, 000297.700, 100
Trd, 000299.400, 100
Trd, 000306.200, 101
Trd, 000310.250, 101
Trd, 000349.700, 100
Trd, 000350.050, 99
Trd, 000354.850, 97
Trd, 000361.500, 98
Trd, 000371.750, 96
Trd, 000375.650, 98
Trd, 000395.150, 97
Trd, 000398.500, 96
Trd, 000420.100, 98
Trd, 000426.100, 95
Trd, 000446.650, 98
Trd, 000481.200, 94
Trd, 000483.750, 98
Trd, 000499.150, 93
Trd, 000504.000, 95
Trd, 000519.000, 95
Trd, 000542.550, 92
Trd, 000551.850, 95
Trd, 000568.550, 92
Trd, 000577.500, 92
Trd, 000581.800, 95
Trd, 000585.550, 94
Trd, 000604.200, 93
Trd, 000615.400, 93
Trd, 000615.600, 92
Trd, 000634.550, 93
Trd, 000635.950, 92
Trd, 000639.400, 93
Trd, 000666.200, 91
Trd, 000690.550, 90
Trd, 000694.150, 91
Trd, 000697.300, 91
Trd, 000703.700, 90
Trd, 000704.900, 91
Trd, 000713.050, 91
Trd, 000741.050, 90
Trd, 000742.300, 91
Trd, 000757.800, 91
Trd, 000759.950, 90
Trd, 000802.400, 89
Trd, 000813.800, 91
Trd, 000822.050, 90
Trd, 000822.650, 88
Trd, 000845.300, 90
Trd, 000845.500, 89
Trd, 000854.400, 90
Trd, 000869.000, 94
Trd, 000874.600, 91
Trd, 000874.900, 89
Trd, 000883.000, 90
Trd, 000886.700, 89
Trd, 000935.700, 89
Trd, 000937.950, 90
Trd, 000939.150, 89
Trd, 000943.300, 90
Trd, 000960.700, 90
Trd, 000961.850, 94
Trd, 000975.400, 97
Trd, 000977.500, 95
Trd, 000984.050, 96
Trd, 000994.150, 97
Trd, 000994.450, 95
Trd, 001024.050, 94
Trd, 001049.550, 95
Trd, 001056.150, 95
Trd, 001058.750, 94
Trd, 001072.850, 93
Trd, 001105.100, 95
Trd, 001113.750, 93
Trd, 001120.950, 95
Trd, 001127.100, 93
Trd, 001152.400, 95
Trd, 001173.450, 92
Trd, 001194.750, 91
Trd, 001194.800, 95
Trd, 001220.600, 95
Trd, 001224.900, 90
Trd, 001245.650, 90
Trd, 001257.650, 95
Trd, 001270.000, 95
Trd, 001303.400, 90
Trd, 001309.550, 90
Trd, 001323.200, 94
Trd, 001332.800, 90
Trd, 001355.400, 94
Trd, 001358.800, 94
Trd, 001372.650, 89
Trd, 001397.000, 94
Trd, 001421.400, 91
Trd, 001427.700, 93
Trd, 001446.550, 91
Trd, 001463.800, 92
Trd, 001468.850, 92
Trd, 001470.800, 91
Trd, 001480.400, 92
Trd, 001503.550, 91
Trd, 001523.850, 92
Trd, 001526.800, 90
Trd, 001547.800, 90
Trd, 001560.400, 91
Trd, 001573.200, 90
Trd, 001573.250, 89
Trd, 001585.500, 89
Trd, 001606.050, 88
Trd, 001619.350, 90
Trd, 001637.850, 90
Trd, 001647.300, 87
Trd, 001662.200, 90
Trd, 001670.550, 89
Trd, 001680.100, 86
Trd, 001689.950, 89
Trd, 001690.350, 88
Trd, 001696.550, 88
Trd, 001720.050, 89
Trd, 001743.400, 87
Trd, 001753.800, 89
Trd, 001760.200, 86
Trd, 001764.650, 89
Trd, 001784.050, 89
