1, 000030, None, None, GVWY, 0, 10, 0.000000, PRSH, 0, 10, 0.000000, SHVR, 0, 10, 0.000000, ZIC, 0, 10, 0.000000, ZIP, 0, 10, 0.000000, N, N, 
1, 000030, 54, 94, GVWY, 1, 10, 0.100000, PRSH, 24, 10, 2.400000, SHVR, 0, 10, 0.000000, ZIC, 0, 10, 0.000000, ZIP, 0, 10, 0.000000, 54, 94, 
1, 000030, 72, 95, GVWY, 36, 10, 3.600000, PRSH, 24, 10, 2.400000, SHVR, 19, 10, 1.900000, ZIC, 0, 10, 0.000000, ZIP, 0, 10, 0.000000, 72, 95, 
1, 000030, 72, 95, GVWY, 36, 10, 3.600000, PRSH, 48, 10, 4.800000, SHVR, 19, 10, 1.900000, ZIC, 0, 10, 0.000000, ZIP, 22, 10, 2.200000, 72, 95, 
1, 000030, 72, 95, GVWY, 36, 10, 3.600000, PRSH, 48, 10, 4.800000, SHVR, 19, 10, 1.900000, ZIC, 62, 10, 6.200000, ZIP, 22, 10, 2.200000, 72, 95, 
1, 000031, 88, 97, GVWY, 36, 10, 3.600000, PRSH, 48, 10, 4.800000, SHVR, 19, 10, 1.900000, ZIC, 117, 10, 11.700000, ZIP, 22, 10, 2.200000, 88, 97, 
1, 000031, 89, 106, GVWY, 36, 10, 3.600000, PRSH, 94, 10, 9.400000, SHVR, 19, 10, 1.900000, ZIC, 117, 10, 11.700000, ZIP, 22, 10, 2.200000, 89, 106, 
1, 000032, 90, 108, GVWY, 36, 10, 3.600000, PRSH, 94, 10, 9.400000, SHVR, 19, 10, 1.900000, ZIC, 117, 10, 11.700000, ZIP, 76, 10, 7.600000, 90, 108, 
1, 000032, 90, 108, GVWY, 36, 10, 3.600000, PRSH, 94, 10, 9.400000, SHVR, 29, 10, 2.900000, ZIC, 117, 10, 11.700000, ZIP, 96, 10, 9.600000, 90, 108, 
1, 000035, 93, 112, GVWY, 36, 10, 3.600000, PRSH, 94, 10, 9.400000, SHVR, 29, 10, 2.900000, ZIC, 154, 10, 15.400000, ZIP, 96, 10, 9.600000, 93, 112, 
1, 000036, 110, 120, GVWY, 36, 10, 3.600000, PRSH, 94, 10, 9.400000, SHVR, 37, 10, 3.700000, ZIC, 154, 10, 15.400000, ZIP, 96, 10, 9.600000, 110, 120, 
1, 000041, 90, 129, GVWY, 36, 10, 3.600000, PRSH, 94, 10, 9.400000, SHVR, 42, 10, 4.200000, ZIC, 154, 10, 15.400000, ZIP, 96, 10, 9.600000, 90, 129, 
1, 000050, 90, 129, GVWY, 36, 10, 3.600000, PRSH, 106, 10, 10.600000, SHVR, 42, 10, 4.200000, ZIC, 196, 10, 19.600000, ZIP, 96, 10, 9.600000, 90, 129, 
1, 000060, None, 112, GVWY, 74, 10, 7.400000, PRSH, 106, 10, 10.600000, SHVR, 42, 10, 4.200000, ZIC, 196, 10, 19.600000, ZIP, 96, 10, 9.600000, N, 112, 
1, 000060, 91, 133, GVWY, 91, 10, 9.100000, PRSH, 106, 10, 10.600000, SHVR, 42, 10, 4.200000, ZIC, 196, 10, 19.600000, ZIP, 96, 10, 9.600000, 91, 133, 
1, 000060, 125, 129, GVWY, 138, 10, 13.800000, PRSH, 106, 10, 10.600000, SHVR, 42, 10, 4.200000, ZIC, 215, 10, 21.500000, ZIP, 96, 10, 9.600000, 125, 129, 
1, 000060, 113, 129, GVWY, 138, 10, 13.800000, PRSH, 144, 10, 14.400000, SHVR, 42, 10, 4.200000, ZIC, 215, 10, 21.500000, ZIP, 96, 10, 9.600000, 113, 129, 
1, 000062, 120, 125, GVWY, 138, 10, 13.800000, PRSH, 144, 10, 14.400000, SHVR, 42, 10, 4.200000, ZIC, 284, 10, 28.400000, ZIP, 110, 10, 11.000000, 120, 125, 
1, 000062, 109, 125, GVWY, 138, 10, 13.800000, PRSH, 144, 10, 14.400000, SHVR, 42, 10, 4.200000, ZIC, 342, 10, 34.200000, ZIP, 110, 10, 11.000000, 109, 125, 
1, 000062, 100, 125, GVWY, 139, 10, 13.900000, PRSH, 147, 10, 14.700000, SHVR, 42, 10, 4.200000, ZIC, 342, 10, 34.200000, ZIP, 110, 10, 11.000000, 100, 125, 
1, 000062, 100, 126, GVWY, 139, 10, 13.900000, PRSH, 147, 10, 14.700000, SHVR, 91, 10, 9.100000, ZIC, 368, 10, 36.800000, ZIP, 110, 10, 11.000000, 100, 126, 
1, 000068, 100, 114, GVWY, 139, 10, 13.900000, PRSH, 147, 10, 14.700000, SHVR, 91, 10, 9.100000, ZIC, 395, 10, 39.500000, ZIP, 166, 10, 16.600000, 100, 114, 
1, 000068, 100, 114, GVWY, 139, 10, 13.900000, PRSH, 154, 10, 15.400000, SHVR, 91, 10, 9.100000, ZIC, 413, 10, 41.300000, ZIP, 166, 10, 16.600000, 100, 114, 
1, 000087, 90, 105, GVWY, 139, 10, 13.900000, PRSH, 204, 10, 20.400000, SHVR, 91, 10, 9.100000, ZIC, 413, 10, 41.300000, ZIP, 166, 10, 16.600000, 90, 105, 
1, 000090, 88, 987, GVWY, 139, 10, 13.900000, PRSH, 204, 10, 20.400000, SHVR, 91, 10, 9.100000, ZIC, 413, 10, 41.300000, ZIP, 208, 10, 20.800000, 88, 987, 
1, 000090, 88, 103, GVWY, 171, 10, 17.100000, PRSH, 204, 10, 20.400000, SHVR, 91, 10, 9.100000, ZIC, 413, 10, 41.300000, ZIP, 222, 10, 22.200000, 88, 103, 
1, 000090, 88, 144, GVWY, 201, 10, 20.100000, PRSH, 204, 10, 20.400000, SHVR, 91, 10, 9.100000, ZIC, 413, 10, 41.300000, ZIP, 267, 10, 26.700000, 88, 144, 
1, 000091, 91, 101, GVWY, 214, 10, 21.400000, PRSH, 204, 10, 20.400000, SHVR, 119, 10, 11.900000, ZIC, 413, 10, 41.300000, ZIP, 267, 10, 26.700000, 91, 101, 
1, 000091, 91, 120, GVWY, 214, 10, 21.400000, PRSH, 207, 10, 20.700000, SHVR, 119, 10, 11.900000, ZIC, 413, 10, 41.300000, ZIP, 298, 10, 29.800000, 91, 120, 
1, 000091, 91, 129, GVWY, 214, 10, 21.400000, PRSH, 207, 10, 20.700000, SHVR, 119, 10, 11.900000, ZIC, 438, 10, 43.800000, ZIP, 298, 10, 29.800000, 91, 129, 
1, 000091, 92, 129, GVWY, 214, 10, 21.400000, PRSH, 207, 10, 20.700000, SHVR, 127, 10, 12.700000, ZIC, 476, 10, 47.600000, ZIP, 298, 10, 29.800000, 92, 129, 
1, 000091, 92, 129, GVWY, 217, 10, 21.700000, PRSH, 208, 10, 20.800000, SHVR, 127, 10, 12.700000, ZIC, 476, 10, 47.600000, ZIP, 298, 10, 29.800000, 92, 129, 
1, 000093, 94, 127, GVWY, 217, 10, 21.700000, PRSH, 208, 10, 20.800000, SHVR, 176, 10, 17.600000, ZIC, 502, 10, 50.200000, ZIP, 298, 10, 29.800000, 94, 127, 
1, 000094, 92, 126, GVWY, 217, 10, 21.700000, PRSH, 253, 10, 25.300000, SHVR, 206, 10, 20.600000, ZIC, 502, 10, 50.200000, ZIP, 298, 10, 29.800000, 92, 126, 
1, 000094, 112, 129, GVWY, 217, 10, 21.700000, PRSH, 253, 10, 25.300000, SHVR, 220, 10, 22.000000, ZIC, 517, 10, 51.700000, ZIP, 298, 10, 29.800000, 112, 129, 
1, 000103, 92, 129, GVWY, 217, 10, 21.700000, PRSH, 270, 10, 27.000000, SHVR, 220, 10, 22.000000, ZIC, 525, 10, 52.500000, ZIP, 298, 10, 29.800000, 92, 129, 
1, 000120, 98, 938, GVWY, 242, 10, 24.200000, PRSH, 270, 10, 27.000000, SHVR, 220, 10, 22.000000, ZIC, 525, 10, 52.500000, ZIP, 298, 10, 29.800000, 98, 938, 
1, 000120, 60, 885, GVWY, 242, 10, 24.200000, PRSH, 270, 10, 27.000000, SHVR, 220, 10, 22.000000, ZIC, 533, 10, 53.300000, ZIP, 298, 10, 29.800000, 60, 885, 
1, 000120, 94, 102, GVWY, 248, 10, 24.800000, PRSH, 270, 10, 27.000000, SHVR, 220, 10, 22.000000, ZIC, 577, 10, 57.700000, ZIP, 298, 10, 29.800000, 94, 102, 
1, 000120, 94, 115, GVWY, 248, 10, 24.800000, PRSH, 280, 10, 28.000000, SHVR, 220, 10, 22.000000, ZIC, 577, 10, 57.700000, ZIP, 317, 10, 31.700000, 94, 115, 
1, 000120, 94, 150, GVWY, 262, 10, 26.200000, PRSH, 280, 10, 28.000000, SHVR, 220, 10, 22.000000, ZIC, 577, 10, 57.700000, ZIP, 374, 10, 37.400000, 94, 150, 
1, 000121, 97, 106, GVWY, 282, 10, 28.200000, PRSH, 280, 10, 28.000000, SHVR, 241, 10, 24.100000, ZIC, 577, 10, 57.700000, ZIP, 374, 10, 37.400000, 97, 106, 
1, 000121, 97, 106, GVWY, 282, 10, 28.200000, PRSH, 280, 10, 28.000000, SHVR, 241, 10, 24.100000, ZIC, 577, 10, 57.700000, ZIP, 441, 10, 44.100000, 97, 106, 
1, 000122, 100, 106, GVWY, 282, 10, 28.200000, PRSH, 332, 10, 33.200000, SHVR, 241, 10, 24.100000, ZIC, 625, 10, 62.500000, ZIP, 441, 10, 44.100000, 100, 106, 
1, 000123, 101, 112, GVWY, 282, 10, 28.200000, PRSH, 344, 10, 34.400000, SHVR, 270, 10, 27.000000, ZIC, 625, 10, 62.500000, ZIP, 441, 10, 44.100000, 101, 112, 
1, 000127, 100, 112, GVWY, 282, 10, 28.200000, PRSH, 344, 10, 34.400000, SHVR, 292, 10, 29.200000, ZIC, 674, 10, 67.400000, ZIP, 441, 10, 44.100000, 100, 112, 
1, 000139, 94, 111, GVWY, 282, 10, 28.200000, PRSH, 344, 10, 34.400000, SHVR, 292, 10, 29.200000, ZIC, 683, 10, 68.300000, ZIP, 441, 10, 44.100000, 94, 111, 
1, 000150, 102, 133, GVWY, 282, 10, 28.200000, PRSH, 344, 10, 34.400000, SHVR, 309, 10, 30.900000, ZIC, 683, 10, 68.300000, ZIP, 474, 10, 47.400000, 102, 133, 
1, 000150, 100, 104, GVWY, 305, 10, 30.500000, PRSH, 344, 10, 34.400000, SHVR, 309, 10, 30.900000, ZIC, 683, 10, 68.300000, ZIP, 509, 10, 50.900000, 100, 104, 
1, 000150, 100, 105, GVWY, 305, 10, 30.500000, PRSH, 352, 10, 35.200000, SHVR, 309, 10, 30.900000, ZIC, 683, 10, 68.300000, ZIP, 555, 10, 55.500000, 100, 105, 
1, 000150, 100, 112, GVWY, 329, 10, 32.900000, PRSH, 352, 10, 35.200000, SHVR, 309, 10, 30.900000, ZIC, 683, 10, 68.300000, ZIP, 577, 10, 57.700000, 100, 112, 
1, 000151, 107, 112, GVWY, 329, 10, 32.900000, PRSH, 352, 10, 35.200000, SHVR, 326, 10, 32.600000, ZIC, 729, 10, 72.900000, ZIP, 577, 10, 57.700000, 107, 112, 
1, 000151, 100, 108, GVWY, 341, 10, 34.100000, PRSH, 361, 10, 36.100000, SHVR, 326, 10, 32.600000, ZIC, 729, 10, 72.900000, ZIP, 577, 10, 57.700000, 100, 108, 
1, 000151, 100, 112, GVWY, 341, 10, 34.100000, PRSH, 361, 10, 36.100000, SHVR, 326, 10, 32.600000, ZIC, 766, 10, 76.600000, ZIP, 577, 10, 57.700000, 100, 112, 
1, 000152, 104, 120, GVWY, 362, 10, 36.200000, PRSH, 361, 10, 36.100000, SHVR, 326, 10, 32.600000, ZIC, 766, 10, 76.600000, ZIP, 577, 10, 57.700000, 104, 120, 
1, 000155, 100, 120, GVWY, 362, 10, 36.200000, PRSH, 361, 10, 36.100000, SHVR, 368, 10, 36.800000, ZIC, 790, 10, 79.000000, ZIP, 577, 10, 57.700000, 100, 120, 
1, 000160, 100, 120, GVWY, 362, 10, 36.200000, PRSH, 415, 10, 41.500000, SHVR, 368, 10, 36.800000, ZIC, 836, 10, 83.600000, ZIP, 577, 10, 57.700000, 100, 120, 
1, 000167, 93, 120, GVWY, 362, 10, 36.200000, PRSH, 415, 10, 41.500000, SHVR, 368, 10, 36.800000, ZIC, 882, 10, 88.200000, ZIP, 577, 10, 57.700000, 93, 120, 
1, 000175, 87, 120, GVWY, 362, 10, 36.200000, PRSH, 422, 10, 42.200000, SHVR, 368, 10, 36.800000, ZIC, 882, 10, 88.200000, ZIP, 578, 10, 57.800000, 87, 120, 
1, 000180, 71, 137, GVWY, 362, 10, 36.200000, PRSH, 427, 10, 42.700000, SHVR, 368, 10, 36.800000, ZIC, 882, 10, 88.200000, ZIP, 602, 10, 60.200000, 71, 137, 
1, 000180, 71, 84, GVWY, 412, 10, 41.200000, PRSH, 427, 10, 42.700000, SHVR, 368, 10, 36.800000, ZIC, 882, 10, 88.200000, ZIP, 602, 10, 60.200000, 71, 84, 
1, 000180, 75, 133, GVWY, 415, 10, 41.500000, PRSH, 427, 10, 42.700000, SHVR, 368, 10, 36.800000, ZIC, 882, 10, 88.200000, ZIP, 616, 10, 61.600000, 75, 133, 
1, 000181, 118, 133, GVWY, 415, 10, 41.500000, PRSH, 427, 10, 42.700000, SHVR, 425, 10, 42.500000, ZIC, 895, 10, 89.500000, ZIP, 616, 10, 61.600000, 118, 133, 
1, 000181, 94, 108, GVWY, 423, 10, 42.300000, PRSH, 427, 10, 42.700000, SHVR, 425, 10, 42.500000, ZIC, 895, 10, 89.500000, ZIP, 650, 10, 65.000000, 94, 108, 
1, 000182, 97, 108, GVWY, 423, 10, 42.300000, PRSH, 442, 10, 44.200000, SHVR, 425, 10, 42.500000, ZIC, 895, 10, 89.500000, ZIP, 693, 10, 69.300000, 97, 108, 
1, 000182, 97, 120, GVWY, 448, 10, 44.800000, PRSH, 442, 10, 44.200000, SHVR, 425, 10, 42.500000, ZIC, 895, 10, 89.500000, ZIP, 693, 10, 69.300000, 97, 120, 
1, 000182, 98, 119, GVWY, 448, 10, 44.800000, PRSH, 442, 10, 44.200000, SHVR, 431, 10, 43.100000, ZIC, 927, 10, 92.700000, ZIP, 693, 10, 69.300000, 98, 119, 
1, 000185, 103, 119, GVWY, 448, 10, 44.800000, PRSH, 496, 10, 49.600000, SHVR, 447, 10, 44.700000, ZIC, 927, 10, 92.700000, ZIP, 693, 10, 69.300000, 103, 119, 
1, 000185, 100, 119, GVWY, 448, 10, 44.800000, PRSH, 496, 10, 49.600000, SHVR, 469, 10, 46.900000, ZIC, 968, 10, 96.800000, ZIP, 693, 10, 69.300000, 100, 119, 
1, 000186, 100, 120, GVWY, 448, 10, 44.800000, PRSH, 496, 10, 49.600000, SHVR, 469, 10, 46.900000, ZIC, 993, 10, 99.300000, ZIP, 693, 10, 69.300000, 100, 120, 
1, 000195, 93, 120, GVWY, 448, 10, 44.800000, PRSH, 496, 10, 49.600000, SHVR, 469, 10, 46.900000, ZIC, 1039, 10, 103.900000, ZIP, 693, 10, 69.300000, 93, 120, 
1, 000210, 76, 79, GVWY, 448, 10, 44.800000, PRSH, 496, 10, 49.600000, SHVR, 471, 10, 47.100000, ZIC, 1039, 10, 103.900000, ZIP, 711, 10, 71.100000, 76, 79, 
1, 000210, 76, 133, GVWY, 448, 10, 44.800000, PRSH, 529, 10, 52.900000, SHVR, 471, 10, 47.100000, ZIC, 1039, 10, 103.900000, ZIP, 711, 10, 71.100000, 76, 133, 
1, 000210, 76, 207, GVWY, 448, 10, 44.800000, PRSH, 529, 10, 52.900000, SHVR, 471, 10, 47.100000, ZIC, 1039, 10, 103.900000, ZIP, 711, 10, 71.100000, 76, 207, 
1, 000211, 125, 132, GVWY, 469, 10, 46.900000, PRSH, 529, 10, 52.900000, SHVR, 471, 10, 47.100000, ZIC, 1039, 10, 103.900000, ZIP, 711, 10, 71.100000, 125, 132, 
1, 000211, 120, 132, GVWY, 469, 10, 46.900000, PRSH, 604, 10, 60.400000, SHVR, 471, 10, 47.100000, ZIC, 1039, 10, 103.900000, ZIP, 711, 10, 71.100000, 120, 132, 
1, 000211, 111, 128, GVWY, 494, 10, 49.400000, PRSH, 604, 10, 60.400000, SHVR, 471, 10, 47.100000, ZIC, 1039, 10, 103.900000, ZIP, 711, 10, 71.100000, 111, 128, 
1, 000213, 111, 120, GVWY, 494, 10, 49.400000, PRSH, 604, 10, 60.400000, SHVR, 471, 10, 47.100000, ZIC, 1069, 10, 106.900000, ZIP, 761, 10, 76.100000, 111, 120, 
1, 000214, 104, 118, GVWY, 494, 10, 49.400000, PRSH, 604, 10, 60.400000, SHVR, 475, 10, 47.500000, ZIC, 1069, 10, 106.900000, ZIP, 782, 10, 78.200000, 104, 118, 
1, 000218, 101, 115, GVWY, 494, 10, 49.400000, PRSH, 604, 10, 60.400000, SHVR, 475, 10, 47.500000, ZIC, 1098, 10, 109.800000, ZIP, 811, 10, 81.100000, 101, 115, 
1, 000219, 101, 115, GVWY, 494, 10, 49.400000, PRSH, 608, 10, 60.800000, SHVR, 475, 10, 47.500000, ZIC, 1106, 10, 110.600000, ZIP, 811, 10, 81.100000, 101, 115, 
1, 000219, 100, 120, GVWY, 494, 10, 49.400000, PRSH, 608, 10, 60.800000, SHVR, 475, 10, 47.500000, ZIC, 1136, 10, 113.600000, ZIP, 868, 10, 86.800000, 100, 120, 
1, 000227, 87, 120, GVWY, 494, 10, 49.400000, PRSH, 621, 10, 62.100000, SHVR, 475, 10, 47.500000, ZIC, 1136, 10, 113.600000, ZIP, 868, 10, 86.800000, 87, 120, 
1, 000233, 87, 120, GVWY, 494, 10, 49.400000, PRSH, 623, 10, 62.300000, SHVR, 475, 10, 47.500000, ZIC, 1184, 10, 118.400000, ZIP, 868, 10, 86.800000, 87, 120, 
1, 000240, 93, 112, GVWY, 494, 10, 49.400000, PRSH, 644, 10, 64.400000, SHVR, 475, 10, 47.500000, ZIC, 1184, 10, 118.400000, ZIP, 868, 10, 86.800000, 93, 112, 
1, 000241, 95, 120, GVWY, 515, 10, 51.500000, PRSH, 644, 10, 64.400000, SHVR, 475, 10, 47.500000, ZIC, 1184, 10, 118.400000, ZIP, 868, 10, 86.800000, 95, 120, 
1, 000241, 96, 129, GVWY, 515, 10, 51.500000, PRSH, 677, 10, 67.700000, SHVR, 475, 10, 47.500000, ZIC, 1205, 10, 120.500000, ZIP, 868, 10, 86.800000, 96, 129, 
1, 000241, 117, 129, GVWY, 517, 10, 51.700000, PRSH, 677, 10, 67.700000, SHVR, 527, 10, 52.700000, ZIC, 1205, 10, 120.500000, ZIP, 868, 10, 86.800000, 117, 129, 
1, 000242, 118, 129, GVWY, 557, 10, 55.700000, PRSH, 677, 10, 67.700000, SHVR, 528, 10, 52.800000, ZIC, 1205, 10, 120.500000, ZIP, 868, 10, 86.800000, 118, 129, 
1, 000242, 125, 129, GVWY, 557, 10, 55.700000, PRSH, 677, 10, 67.700000, SHVR, 535, 10, 53.500000, ZIC, 1223, 10, 122.300000, ZIP, 868, 10, 86.800000, 125, 129, 
1, 000242, 116, 129, GVWY, 574, 10, 57.400000, PRSH, 677, 10, 67.700000, SHVR, 535, 10, 53.500000, ZIC, 1223, 10, 122.300000, ZIP, 868, 10, 86.800000, 116, 129, 
1, 000244, 116, 131, GVWY, 574, 10, 57.400000, PRSH, 677, 10, 67.700000, SHVR, 535, 10, 53.500000, ZIC, 1244, 10, 124.400000, ZIP, 868, 10, 86.800000, 116, 131, 
1, 000246, 111, 128, GVWY, 574, 10, 57.400000, PRSH, 743, 10, 74.300000, SHVR, 535, 10, 53.500000, ZIC, 1244, 10, 124.400000, ZIP, 889, 10, 88.900000, 111, 128, 
1, 000252, 100, 122, GVWY, 574, 10, 57.400000, PRSH, 743, 10, 74.300000, SHVR, 535, 10, 53.500000, ZIC, 1302, 10, 130.200000, ZIP, 889, 10, 88.900000, 100, 122, 
1, 000270, 87, 112, GVWY, 599, 10, 59.900000, PRSH, 743, 10, 74.300000, SHVR, 535, 10, 53.500000, ZIC, 1302, 10, 130.200000, ZIP, 889, 10, 88.900000, 87, 112, 
1, 000270, 87, 112, GVWY, 612, 10, 61.200000, PRSH, 747, 10, 74.700000, SHVR, 535, 10, 53.500000, ZIC, 1302, 10, 130.200000, ZIP, 889, 10, 88.900000, 87, 112, 
1, 000270, 93, 106, GVWY, 626, 10, 62.600000, PRSH, 770, 10, 77.000000, SHVR, 535, 10, 53.500000, ZIC, 1302, 10, 130.200000, ZIP, 889, 10, 88.900000, 93, 106, 
1, 000271, 93, 105, GVWY, 626, 10, 62.600000, PRSH, 773, 10, 77.300000, SHVR, 535, 10, 53.500000, ZIC, 1302, 10, 130.200000, ZIP, 907, 10, 90.700000, 93, 105, 
1, 000271, 93, 105, GVWY, 650, 10, 65.000000, PRSH, 773, 10, 77.300000, SHVR, 535, 10, 53.500000, ZIC, 1302, 10, 130.200000, ZIP, 954, 10, 95.400000, 93, 105, 
1, 000271, 95, 112, GVWY, 650, 10, 65.000000, PRSH, 773, 10, 77.300000, SHVR, 565, 10, 56.500000, ZIC, 1342, 10, 134.200000, ZIP, 954, 10, 95.400000, 95, 112, 
1, 000274, 103, 112, GVWY, 650, 10, 65.000000, PRSH, 773, 10, 77.300000, SHVR, 565, 10, 56.500000, ZIC, 1387, 10, 138.700000, ZIP, 989, 10, 98.900000, 103, 112, 
1, 000275, 103, 112, GVWY, 650, 10, 65.000000, PRSH, 827, 10, 82.700000, SHVR, 581, 10, 58.100000, ZIC, 1387, 10, 138.700000, ZIP, 989, 10, 98.900000, 103, 112, 
1, 000276, 101, 112, GVWY, 650, 10, 65.000000, PRSH, 827, 10, 82.700000, SHVR, 603, 10, 60.300000, ZIC, 1436, 10, 143.600000, ZIP, 989, 10, 98.900000, 101, 112, 
1, 000277, 103, 120, GVWY, 650, 10, 65.000000, PRSH, 827, 10, 82.700000, SHVR, 603, 10, 60.300000, ZIC, 1465, 10, 146.500000, ZIP, 989, 10, 98.900000, 103, 120, 
1, 000282, 100, 120, GVWY, 650, 10, 65.000000, PRSH, 827, 10, 82.700000, SHVR, 603, 10, 60.300000, ZIC, 1506, 10, 150.600000, ZIP, 1023, 10, 102.300000, 100, 120, 
1, 000300, 27, 731, GVWY, 656, 10, 65.600000, PRSH, 827, 10, 82.700000, SHVR, 603, 10, 60.300000, ZIC, 1506, 10, 150.600000, ZIP, 1059, 10, 105.900000, 27, 731, 
1, 000300, 27, 731, GVWY, 656, 10, 65.600000, PRSH, 830, 10, 83.000000, SHVR, 603, 10, 60.300000, ZIC, 1506, 10, 150.600000, ZIP, 1110, 10, 111.000000, 27, 731, 
1, 000300, 87, 335, GVWY, 706, 10, 70.600000, PRSH, 830, 10, 83.000000, SHVR, 603, 10, 60.300000, ZIC, 1506, 10, 150.600000, ZIP, 1110, 10, 111.000000, 87, 335, 
1, 000301, 95, 103, GVWY, 736, 10, 73.600000, PRSH, 830, 10, 83.000000, SHVR, 603, 10, 60.300000, ZIC, 1506, 10, 150.600000, ZIP, 1130, 10, 113.000000, 95, 103, 
1, 000301, 97, 101, GVWY, 736, 10, 73.600000, PRSH, 879, 10, 87.900000, SHVR, 629, 10, 62.900000, ZIC, 1506, 10, 150.600000, ZIP, 1130, 10, 113.000000, 97, 101, 
1, 000302, 96, 100, GVWY, 736, 10, 73.600000, PRSH, 879, 10, 87.900000, SHVR, 654, 10, 65.400000, ZIC, 1506, 10, 150.600000, ZIP, 1130, 10, 113.000000, 96, 100, 
1, 000303, 94, 108, GVWY, 736, 10, 73.600000, PRSH, 879, 10, 87.900000, SHVR, 654, 10, 65.400000, ZIC, 1547, 10, 154.700000, ZIP, 1160, 10, 116.000000, 94, 108, 
1, 000305, 103, 112, GVWY, 736, 10, 73.600000, PRSH, 879, 10, 87.900000, SHVR, 654, 10, 65.400000, ZIC, 1584, 10, 158.400000, ZIP, 1160, 10, 116.000000, 103, 112, 
1, 000306, 111, 120, GVWY, 736, 10, 73.600000, PRSH, 879, 10, 87.900000, SHVR, 662, 10, 66.200000, ZIC, 1584, 10, 158.400000, ZIP, 1160, 10, 116.000000, 111, 120, 
1, 000307, 111, 129, GVWY, 736, 10, 73.600000, PRSH, 879, 10, 87.900000, SHVR, 662, 10, 66.200000, ZIC, 1614, 10, 161.400000, ZIP, 1160, 10, 116.000000, 111, 129, 
1, 000328, 94, 129, GVWY, 736, 10, 73.600000, PRSH, 898, 10, 89.800000, SHVR, 662, 10, 66.200000, ZIC, 1620, 10, 162.000000, ZIP, 1160, 10, 116.000000, 94, 129, 
1, 000330, 81, 133, GVWY, 751, 10, 75.100000, PRSH, 898, 10, 89.800000, SHVR, 662, 10, 66.200000, ZIC, 1620, 10, 162.000000, ZIP, 1187, 10, 118.700000, 81, 133, 
1, 000330, 120, 133, GVWY, 751, 10, 75.100000, PRSH, 898, 10, 89.800000, SHVR, 662, 10, 66.200000, ZIC, 1636, 10, 163.600000, ZIP, 1258, 10, 125.800000, 120, 133, 
1, 000331, 116, 129, GVWY, 792, 10, 79.200000, PRSH, 898, 10, 89.800000, SHVR, 662, 10, 66.200000, ZIC, 1636, 10, 163.600000, ZIP, 1258, 10, 125.800000, 116, 129, 
1, 000331, 90, 129, GVWY, 792, 10, 79.200000, PRSH, 898, 10, 89.800000, SHVR, 662, 10, 66.200000, ZIC, 1636, 10, 163.600000, ZIP, 1304, 10, 130.400000, 90, 129, 
1, 000333, 101, 103, GVWY, 792, 10, 79.200000, PRSH, 898, 10, 89.800000, SHVR, 689, 10, 68.900000, ZIC, 1675, 10, 167.500000, ZIP, 1304, 10, 130.400000, 101, 103, 
1, 000333, 101, 108, GVWY, 818, 10, 81.800000, PRSH, 898, 10, 89.800000, SHVR, 689, 10, 68.900000, ZIC, 1675, 10, 167.500000, ZIP, 1324, 10, 132.400000, 101, 108, 
1, 000333, 101, 120, GVWY, 843, 10, 84.300000, PRSH, 898, 10, 89.800000, SHVR, 689, 10, 68.900000, ZIC, 1675, 10, 167.500000, ZIP, 1324, 10, 132.400000, 101, 120, 
1, 000335, 100, 120, GVWY, 843, 10, 84.300000, PRSH, 951, 10, 95.100000, SHVR, 711, 10, 71.100000, ZIC, 1675, 10, 167.500000, ZIP, 1324, 10, 132.400000, 100, 120, 
1, 000337, 100, 119, GVWY, 843, 10, 84.300000, PRSH, 951, 10, 95.100000, SHVR, 711, 10, 71.100000, ZIC, 1725, 10, 172.500000, ZIP, 1324, 10, 132.400000, 100, 119, 
1, 000337, 94, 117, GVWY, 843, 10, 84.300000, PRSH, 964, 10, 96.400000, SHVR, 711, 10, 71.100000, ZIC, 1725, 10, 172.500000, ZIP, 1324, 10, 132.400000, 94, 117, 
1, 000340, 94, 120, GVWY, 843, 10, 84.300000, PRSH, 964, 10, 96.400000, SHVR, 714, 10, 71.400000, ZIC, 1760, 10, 176.000000, ZIP, 1324, 10, 132.400000, 94, 120, 
1, 000346, 87, 98, GVWY, 843, 10, 84.300000, PRSH, 964, 10, 96.400000, SHVR, 714, 10, 71.400000, ZIC, 1800, 10, 180.000000, ZIP, 1325, 10, 132.500000, 87, 98, 
1, 000360, 55, 137, GVWY, 847, 10, 84.700000, PRSH, 964, 10, 96.400000, SHVR, 714, 10, 71.400000, ZIC, 1800, 10, 180.000000, ZIP, 1325, 10, 132.500000, 55, 137, 
1, 000360, 57, 136, GVWY, 853, 10, 85.300000, PRSH, 964, 10, 96.400000, SHVR, 714, 10, 71.400000, ZIC, 1800, 10, 180.000000, ZIP, 1361, 10, 136.100000, 57, 136, 
1, 000360, 81, 129, GVWY, 853, 10, 85.300000, PRSH, 964, 10, 96.400000, SHVR, 714, 10, 71.400000, ZIC, 1839, 10, 183.900000, ZIP, 1414, 10, 141.400000, 81, 129, 
1, 000361, 95, 128, GVWY, 855, 10, 85.500000, PRSH, 964, 10, 96.400000, SHVR, 729, 10, 72.900000, ZIC, 1839, 10, 183.900000, ZIP, 1414, 10, 141.400000, 95, 128, 
